case_id,arm,scene,seed,target,target_object_id,target_pickupable,target_openable,remembered_location,verifier_used,verifier_name,decision_stale,decision_confidence,decision_reason,decision_matches_oracle,oracle_stale_label,memory_mutated,memory_old_position,memory_new_position,memory_update_action,task_execution_evaluated,downstream_task_success,execute_action,execution_boundary,bridge_mode,used_teleportfull_for_revisit,task_bridge_used_teleportfull,revisit_path_steps,task_bridge_path_steps,source_active_artifact,source_row_offset,derived_from,row_type,task_execution_failure_reason,task_bridge_navigation_actions,task_bridge_navigation_failure_reason
deaef975,active,FloorPlan3,17,Cup,Cup|+00.68|+01.31|-00.90,True,False,FloorPlan3:Cup|+00.68|+01.31|-00.90@before,True,grounded_sam2,True,1.0,nearest_after_detection_normalized_frame_distance,True,True,True,"{'x': 0.6819939017295837, 'y': 1.310182809829712, 'z': -0.9019981026649475}","{'x': 0.9756625890731812, 'y': 1.2251110076904297, 'z': 1.193562626838684}",propose_detector_evidence_refresh,True,False,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,7,15,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,5,recorded_active_closed_loop_row,recorded_active,,,
deaef975,passive,FloorPlan3,17,Cup,Cup|+00.68|+01.31|-00.90,True,False,FloorPlan3:Cup|+00.68|+01.31|-00.90@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': 0.6819939017295837, 'y': 1.310182809829712, 'z': -0.9019981026649475}","{'x': 0.6819939017295837, 'y': 1.310182809829712, 'z': -0.9019981026649475}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,7,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,5,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['MoveAhead', 'RotateRight', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'MoveAhead', 'MoveAhead', 'RotateRight', 'MoveAhead']",
b2117ca4,active,FloorPlan201,17,Newspaper,Newspaper|-02.76|+00.68|+01.18,True,False,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,True,grounded_sam2,True,1.0,nearest_after_detection_normalized_frame_distance,True,True,True,"{'x': -2.7592265605926514, 'y': 0.681910514831543, 'z': 1.1773200035095215}","{'x': -2.2486486434936523, 'y': 0.6103491187095642, 'z': 5.155003547668457}",propose_detector_evidence_refresh,True,True,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,6,23,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,6,recorded_active_closed_loop_row,recorded_active,,,
b2117ca4,passive,FloorPlan201,17,Newspaper,Newspaper|-02.76|+00.68|+01.18,True,False,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': -2.7592265605926514, 'y': 0.681910514831543, 'z': 1.1773200035095215}","{'x': -2.7592265605926514, 'y': 0.681910514831543, 'z': 1.1773200035095215}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,6,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,6,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['RotateRight', 'MoveAhead', 'RotateRight', 'MoveAhead', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead']",
0a133708,active,FloorPlan201,17,Pencil,Pencil|-02.83|+00.68|+01.51,True,False,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,True,grounded_sam2,True,0.0,no_matching_detection,True,True,True,"{'x': -2.831773519515991, 'y': 0.6845982074737549, 'z': 1.5094934701919556}","{'x': -2.3260955810546875, 'y': 0.6118692755699158, 'z': 4.7666826248168945}",propose_detector_evidence_refresh,True,True,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,1,18,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,7,recorded_active_closed_loop_row,recorded_active,,,
0a133708,passive,FloorPlan201,17,Pencil,Pencil|-02.83|+00.68|+01.51,True,False,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': -2.831773519515991, 'y': 0.6845982074737549, 'z': 1.5094934701919556}","{'x': -2.831773519515991, 'y': 0.6845982074737549, 'z': 1.5094934701919556}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,7,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,7,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'RotateRight', 'MoveAhead', 'MoveAhead']",
4bdc6002,active,FloorPlan1,23,Apple,Apple|-00.47|+01.15|+00.48,True,False,FloorPlan1:Apple|-00.47|+01.15|+00.48@before,True,grounded_sam2,True,1.0,nearest_after_detection_normalized_frame_distance,True,True,True,"{'x': -0.4651568830013275, 'y': 1.151225209236145, 'z': 0.4757551848888397}","{'x': -1.9081000089645386, 'y': 0.8159813284873962, 'z': -1.5012340545654297}",propose_detector_evidence_refresh,True,True,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,2,11,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,8,recorded_active_closed_loop_row,recorded_active,,,
4bdc6002,passive,FloorPlan1,23,Apple,Apple|-00.47|+01.15|+00.48,True,False,FloorPlan1:Apple|-00.47|+01.15|+00.48@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': -0.4651568830013275, 'y': 1.151225209236145, 'z': 0.4757551848888397}","{'x': -0.4651568830013275, 'y': 1.151225209236145, 'z': 0.4757551848888397}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,2,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,8,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['RotateRight', 'RotateRight', 'RotateRight', 'MoveAhead', 'MoveAhead']",
462cb88c,active,FloorPlan3,23,Cup,Cup|+00.68|+01.31|-00.90,True,False,FloorPlan3:Cup|+00.68|+01.31|-00.90@before,True,grounded_sam2,True,1.0,nearest_after_detection_normalized_frame_distance,True,True,True,"{'x': 0.6819939017295837, 'y': 1.310182809829712, 'z': -0.9019981026649475}","{'x': -1.9545440673828125, 'y': 1.046301245689392, 'z': -0.6334444284439087}",propose_detector_evidence_refresh,True,False,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,7,10,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,9,recorded_active_closed_loop_row,recorded_active,,,
462cb88c,passive,FloorPlan3,23,Cup,Cup|+00.68|+01.31|-00.90,True,False,FloorPlan3:Cup|+00.68|+01.31|-00.90@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': 0.6819939017295837, 'y': 1.310182809829712, 'z': -0.9019981026649475}","{'x': 0.6819939017295837, 'y': 1.310182809829712, 'z': -0.9019981026649475}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,7,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,9,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['MoveAhead', 'RotateRight', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'MoveAhead', 'MoveAhead', 'RotateRight', 'MoveAhead']",
b05ec1ff,active,FloorPlan201,23,Newspaper,Newspaper|-02.76|+00.68|+01.18,True,False,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,True,grounded_sam2,True,1.0,nearest_after_detection_normalized_frame_distance,True,True,True,"{'x': -2.7592267990112305, 'y': 0.6819102764129639, 'z': 1.1773200035095215}","{'x': -2.4025700092315674, 'y': 0.35650137066841125, 'z': 4.999701023101807}",propose_detector_evidence_refresh,True,False,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,6,22,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,10,recorded_active_closed_loop_row,recorded_active,,,
b05ec1ff,passive,FloorPlan201,23,Newspaper,Newspaper|-02.76|+00.68|+01.18,True,False,FloorPlan201:Newspaper|-02.76|+00.68|+01.18@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': -2.7592267990112305, 'y': 0.6819102764129639, 'z': 1.1773200035095215}","{'x': -2.7592267990112305, 'y': 0.6819102764129639, 'z': 1.1773200035095215}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,6,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,10,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['RotateRight', 'MoveAhead', 'RotateRight', 'MoveAhead', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead']",
94fd713e,active,FloorPlan201,23,Pencil,Pencil|-02.83|+00.68|+01.51,True,False,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,True,grounded_sam2,True,0.0,no_matching_detection,True,True,True,"{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}","{'x': -1.1083507537841797, 'y': 0.4751918315887451, 'z': 6.022061824798584}",propose_detector_evidence_refresh,True,True,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,1,26,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,11,recorded_active_closed_loop_row,recorded_active,,,
94fd713e,passive,FloorPlan201,23,Pencil,Pencil|-02.83|+00.68|+01.51,True,False,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}","{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,7,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,11,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'RotateRight', 'MoveAhead', 'MoveAhead']",
50f45e1c,active,FloorPlan3,29,Cup,Cup|+00.68|+01.31|-00.90,True,False,FloorPlan3:Cup|+00.68|+01.31|-00.90@before,True,grounded_sam2,True,1.0,nearest_after_detection_normalized_frame_distance,True,True,True,"{'x': 0.6819939613342285, 'y': 1.310182809829712, 'z': -0.9019981026649475}","{'x': -2.0498206615448, 'y': 1.318251609802246, 'z': -2.2013492584228516}",propose_detector_evidence_refresh,True,False,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,7,6,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,12,recorded_active_closed_loop_row,recorded_active,,,
50f45e1c,passive,FloorPlan3,29,Cup,Cup|+00.68|+01.31|-00.90,True,False,FloorPlan3:Cup|+00.68|+01.31|-00.90@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': 0.6819939613342285, 'y': 1.310182809829712, 'z': -0.9019981026649475}","{'x': 0.6819939613342285, 'y': 1.310182809829712, 'z': -0.9019981026649475}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,7,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,12,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['MoveAhead', 'RotateRight', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'MoveAhead', 'MoveAhead', 'RotateRight', 'MoveAhead']",
deaeb600,active,FloorPlan201,29,Pencil,Pencil|-02.83|+00.68|+01.51,True,False,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,True,grounded_sam2,True,0.0,no_matching_detection,True,True,True,"{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}","{'x': -2.480984926223755, 'y': 0.6448276042938232, 'z': 4.999676704406738}",propose_detector_evidence_refresh,True,True,PickupObject,"stepwise_task_bridge_after_verified_memory_update; uses bounded stepwise navigation before one downstream PickupObject/OpenObject attempt after detector-backed memory refresh; not ObjectNav/SPL, not full navigation, not a manipulation benchmark, not persistent memory writeback, not broad task success",stepwise_navigation,False,False,7,22,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,13,recorded_active_closed_loop_row,recorded_active,,,
deaeb600,passive,FloorPlan201,29,Pencil,Pencil|-02.83|+00.68|+01.51,True,False,FloorPlan201:Pencil|-02.83|+00.68|+01.51@before,False,none_passive_arm,,,live_passive_arm_no_verifier_executed,,True,False,"{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}","{'x': -2.831773519515991, 'y': 0.6845980286598206, 'z': 1.5094935894012451}",none_live_passive_arm,True,False,PickupObject,"live_passive_task_bridge_from_stale_memory_old_position; no_verifier; no_memory_mutation; stepwise navigation only (no TeleportFull, no TeleportObject); no decision_stale check; no persistent writeback; passive downstream task evaluated from stale memory without detector evidence; not a manipulation benchmark; not ObjectNav/SPL; not broad passive-vs-active superiority claim",stepwise_navigation_live_passive,False,False,0,7,results/0514_paired_hard_challenge_v1/active/live_gsam_closed_loop.json,13,live_passive_controller_from_recorded_active_case,live_passive,NullReferenceException: Target object not found within the specified visibility.,"['RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'MoveAhead', 'RotateRight', 'MoveAhead', 'RotateLeft', 'MoveAhead', 'RotateRight', 'MoveAhead', 'MoveAhead']",
